GeneID	padj	pvalue	log2FoldChange	stat	baseMean	Symbol	Description
5971	3.50949595760577e-116	2.10073982856804e-120	4.6746412821704	23.3319727838775	988.679904286646	RELB	RELB proto-oncogene, NF-kB subunit
57035	8.17732554162117e-93	9.78968698865219e-97	3.75520031804792	20.8711754110663	2073.79759427899	RSRP1	arginine and serine rich protein 1
4792	3.29211422191231e-87	5.91185362488742e-91	3.18865063406449	20.2248930066908	4585.5830032777	NFKBIA	NFKB inhibitor alpha
23645	1.84911438033265e-80	4.42742578793882e-84	4.07109384425503	19.4285440984141	8756.8996962169	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
7128	2.07564494003124e-74	6.21227385379877e-78	3.70931137857872	18.6878891300348	2180.87162149431	TNFAIP3	TNF alpha induced protein 3
3008	3.81237163399641e-72	1.36922242331967e-75	4.82714396470766	18.3977545422565	554.741560428116	H1-4	H1.4 linker histone, cluster member
8349	2.64890498854026e-69	1.1099206823765e-72	5.88308127642158	18.0311338741234	427.170309145814	H2BC21	H2B clustered histone 21
5016	5.24145248170901e-69	2.5099736533983e-72	4.82608827037104	17.9859614059404	474.083832163005	OVGP1	oviductal glycoprotein 1
4514	2.54540128058003e-65	1.37128046960495e-68	-2.58756479442784	-17.5024951599951	49704.2855315626	COX3	cytochrome c oxidase subunit III
8337	8.73980263212525e-63	5.23153515630627e-66	4.33607731616879	17.1606604229701	392.163992292812	H2AC18	H2A clustered histone 18
285958	8.88369105757505e-63	5.8494314398016e-66	2.7539250548989	17.1541755157928	3196.35248093668	SNHG15	small nucleolar RNA host gene 15
723790	3.15002814396726e-60	2.26268033805861e-63	4.4036365767495	16.8044853057138	382.026214449729	H2AC19	H2A clustered histone 19
333932	1.01735145865655e-59	7.9166580644889e-63	5.54164083228724	16.7300539271969	420.35547315628	H3C15	H3 clustered histone 15
126961	1.02402047957135e-59	8.58151964204415e-63	5.45531185312295	16.7252501032496	431.213740853188	H3C14	H3 clustered histone 14
440689	9.51984938009214e-58	8.54769188922435e-61	6.41758967427431	16.4488492047141	316.895863816273	H2BC18	H2B clustered histone 18
27113	2.28647949396053e-56	2.2727646684389e-59	2.97252811027037	16.2489355011609	715.583790258626	BBC3	BCL2 binding component 3
10766	2.28647949396053e-56	2.32671802929061e-59	2.99408374690531	16.2474969543204	4825.98102119736	TOB2	transducer of ERBB2, 2
4508	3.9443680242366e-56	4.24988773113007e-59	-2.46737059653576	-16.2105155081223	51751.3476704245	ATP6	ATP synthase F0 subunit 6
29946	6.56248536360028e-55	7.46361917325543e-58	2.89036967773668	16.0334384525254	924.05241191361	SERTAD3	SERTA domain containing 3
441951	1.61488120182999e-53	1.93329486631149e-56	2.65367602493017	15.8299647446954	2801.60561522052	ZFAS1	ZNFX1 antisense RNA 1
388796	2.16596326635485e-53	2.72268817152231e-56	3.02265684568358	15.8084059976397	2566.25427888078	SNHG17	small nucleolar RNA host gene 17
10957	2.06275459008345e-50	2.71642529521345e-53	2.96687031320347	15.367203748136	2045.94450406122	PNRC1	proline rich nuclear receptor coactivator 1
8969	9.86153224894487e-49	1.35768730830679e-51	4.81007395488285	15.1116160503255	235.446099945696	H2AC11	H2A clustered histone 11
81572	4.58068008754411e-48	6.58064899443665e-51	2.74582961044922	15.0072641580503	2145.70326612294	PDRG1	p53 and DNA damage regulated 1
163859	1.09415151397485e-47	1.63736309406029e-50	2.9273894171539	14.9466692302752	4144.91806204933	SDE2	SDE2 telomere maintenance homolog
4790	1.24602573069565e-47	1.9392235722547e-50	2.99342443816103	14.9353947340607	1739.10128751934	NFKB1	nuclear factor kappa B subunit 1
4519	2.47407026232454e-47	3.99855722990318e-50	-1.92001747389084	-14.8870798786015	45700.9183993587	CYTB	cytochrome b
23642	1.9186254446056e-46	3.21570169094678e-49	2.54091285590491	14.7470163282738	5919.28309496567	SNHG1	small nucleolar RNA host gene 1
100499177	3.83806700820246e-46	6.66251306344256e-49	3.07539571249215	14.6977623784925	1829.09649491766	THAP9-AS1	THAP9 antisense RNA 1
8970	1.30306660732039e-45	2.33999749907888e-48	4.44617666081445	14.61243584021	235.281447873943	H2BC11	H2B clustered histone 11
55602	6.45974341404392e-45	1.19868338223011e-47	3.0170263721324	14.5007299644341	569.369032410325	CDKN2AIP	CDKN2A interacting protein
8358	7.87533313812009e-45	1.5085038933308e-47	7.06483381370915	14.4849417952857	327.995229332979	H3C2	H3 clustered histone 2
4513	4.71130195512675e-44	9.30641473238255e-47	-2.55892312461022	-14.3593738530166	46439.9717113592	COX2	cytochrome c oxidase subunit II
